City,Datetime,Station,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Chennai,2015-06-01,Station_C1,182.9,497.6,103.1,105.0,80.2,10.4,9.98,22.5,84.9,16.48,11.34,6.97,415.9,Severe
Chennai,2015-06-01,Station_C2,260.4,93.9,58.3,143.6,220.7,8.0,8.75,17.9,197.9,7.95,14.62,2.9,336.8,Good
Kolkata,2015-06-01,Station_K1,11.1,505.9,45.9,85.2,133.0,30.9,8.17,58.3,24.3,11.62,16.22,1.75,291.5,Satisfactory
Kolkata,2015-06-01,Station_K2,163.1,545.5,87.8,82.6,48.0,14.4,6.9,7.7,55.1,2.25,14.95,0.86,64.8,Good
Bangalore,2015-06-01,Station_B1,109.4,572.7,71.1,70.5,80.1,36.8,1.34,83.4,183.6,15.72,21.13,7.37,439.5,Very Poor
Bangalore,2015-06-01,Station_B2,394.7,507.3,106.4,36.3,70.7,49.3,4.49,10.9,93.3,12.76,22.86,0.5,72.1,Good
Delhi,2015-06-02,Station_D1,302.6,333.2,167.2,44.5,86.2,27.2,4.22,97.2,27.4,2.79,29.06,6.28,87.9,Poor
Delhi,2015-06-02,Station_D2,136.2,475.7,111.3,117.1,115.0,43.1,1.04,51.0,60.1,10.32,11.53,9.54,248.0,Moderate
Mumbai,2015-06-02,Station_M1,4.3,161.1,110.1,113.2,59.1,33.4,0.37,32.7,65.9,6.71,20.62,4.82,474.8,Very Poor
Mumbai,2015-06-02,Station_M2,152.2,404.8,49.2,15.4,177.8,8.5,7.31,67.8,159.2,9.55,2.8,0.51,84.2,Poor
Chennai,2015-06-02,Station_C1,121.1,469.3,0.2,81.7,206.0,47.6,3.9,99.8,188.2,15.58,24.2,1.11,305.9,Good
Chennai,2015-06-02,Station_C2,287.6,309.8,198.1,115.7,87.8,38.2,0.1,12.7,38.7,7.25,0.05,2.34,382.3,Poor
Kolkata,2015-06-02,Station_K1,421.5,314.1,112.7,52.2,207.2,42.8,8.28,84.3,156.1,0.01,1.72,1.65,429.7,Poor
Kolkata,2015-06-02,Station_K2,391.0,12.8,180.7,74.5,38.5,8.5,0.18,28.9,4.6,10.71,17.28,8.88,237.9,Satisfactory
Bangalore,2015-06-02,Station_B1,235.6,572.6,147.2,50.1,173.1,10.6,2.93,75.2,138.7,16.65,0.32,4.1,287.5,Poor
Bangalore,2015-06-02,Station_B2,262.7,337.2,169.1,105.5,151.7,31.8,7.08,0.2,22.9,5.18,2.66,5.67,188.8,Good
Delhi,2015-06-03,Station_D1,325.6,181.3,107.1,94.4,76.9,23.3,6.46,58.0,154.7,1.48,4.25,6.72,0.5,Moderate
Delhi,2015-06-03,Station_D2,182.2,557.9,98.0,84.1,57.0,2.0,8.61,61.8,87.7,13.73,9.66,9.0,61.4,Good
Mumbai,2015-06-03,Station_M1,56.1,435.9,162.1,34.8,246.7,24.9,7.15,29.2,38.4,4.4,11.77,6.78,6.4,Good
Mumbai,2015-06-03,Station_M2,460.5,336.1,128.3,128.4,150.9,46.6,1.83,64.9,85.7,11.8,7.02,0.23,365.9,Very Poor
Chennai,2015-06-03,Station_C1,79.8,103.5,180.8,74.1,136.5,34.5,9.54,63.8,145.0,10.17,23.42,0.14,157.5,Severe
Chennai,2015-06-03,Station_C2,416.7,522.1,17.1,13.1,239.5,49.3,5.51,15.1,95.9,10.38,12.26,1.61,415.4,Moderate
Kolkata,2015-06-03,Station_K1,476.3,267.5,176.9,108.7,198.4,48.7,7.05,52.1,123.4,0.59,19.74,3.64,424.8,Moderate
Kolkata,2015-06-03,Station_K2,125.9,532.7,165.9,35.8,47.9,23.5,8.81,48.7,92.6,13.0,12.0,5.04,297.1,Satisfactory
Bangalore,2015-06-03,Station_B1,186.1,537.0,134.1,80.5,85.2,40.1,6.99,4.6,82.9,1.75,17.76,1.99,332.9,Satisfactory
Bangalore,2015-06-03,Station_B2,325.6,106.4,118.7,110.6,81.4,14.3,4.8,22.6,150.9,15.54,23.84,9.56,410.7,Good
Delhi,2015-06-04,Station_D1,447.8,462.7,175.0,18.0,74.6,5.2,0.53,64.2,152.2,16.49,11.67,7.1,225.4,Severe
Delhi,2015-06-04,Station_D2,387.7,227.3,88.0,78.9,106.5,13.2,2.25,59.2,179.6,16.9,20.35,1.4,464.5,Satisfactory
Mumbai,2015-06-04,Station_M1,46.7,405.5,131.6,109.6,129.2,3.4,9.91,16.3,43.1,4.93,11.07,5.66,497.1,Good
Mumbai,2015-06-04,Station_M2,216.3,66.1,108.5,68.9,188.0,27.1,1.1,22.3,82.2,15.66,5.63,3.06,351.5,Satisfactory
Chennai,2015-06-04,Station_C1,62.9,596.2,165.3,32.6,226.9,21.8,3.04,63.0,106.8,12.83,24.8,7.38,197.4,Moderate
Chennai,2015-06-04,Station_C2,285.0,386.4,152.4,70.5,56.2,30.8,3.07,29.8,79.0,9.79,14.91,8.21,110.9,Moderate
Kolkata,2015-06-04,Station_K1,478.4,192.4,123.1,67.7,77.9,11.0,9.09,63.4,98.4,2.28,24.43,8.78,495.2,Poor
Kolkata,2015-06-04,Station_K2,391.4,518.2,141.0,77.5,3.8,42.7,4.48,78.4,96.0,17.31,28.56,6.73,67.0,Poor
Bangalore,2015-06-04,Station_B1,20.1,103.8,124.7,82.6,224.3,8.9,2.16,84.6,160.3,0.66,2.05,7.45,64.8,Satisfactory
Bangalore,2015-06-04,Station_B2,366.6,203.7,113.0,31.1,19.9,31.2,5.81,34.1,55.8,8.64,25.71,5.11,424.4,Poor
Delhi,2015-06-05,Station_D1,384.0,432.7,164.5,5.0,181.5,8.0,8.83,87.3,83.8,3.59,4.85,6.23,27.6,Poor
Delhi,2015-06-05,Station_D2,448.5,372.0,102.0,120.4,23.5,6.5,9.03,29.6,136.8,10.82,23.0,8.32,43.5,Poor
Mumbai,2015-06-05,Station_M1,144.8,437.6,139.5,50.3,180.8,32.7,3.26,1.4,68.0,16.08,1.72,9.4,237.9,Poor
Mumbai,2015-06-05,Station_M2,230.8,478.7,165.7,8.4,207.7,32.0,0.2,1.4,125.5,10.2,15.52,3.09,36.5,Moderate
Chennai,2015-06-05,Station_C1,385.7,595.9,97.2,123.1,68.0,42.4,7.4,69.9,33.7,17.75,15.27,2.97,249.3,Satisfactory
Chennai,2015-06-05,Station_C2,400.2,215.4,157.7,101.0,208.8,42.0,8.59,87.4,35.6,13.83,21.4,0.16,193.6,Severe
Kolkata,2015-06-05,Station_K1,219.7,280.6,34.6,102.0,179.0,6.6,4.96,21.3,187.9,6.48,17.49,1.39,249.2,Poor
Kolkata,2015-06-05,Station_K2,171.7,217.3,116.2,55.1,6.0,34.1,5.7,19.0,71.1,11.63,21.27,2.87,105.6,Very Poor
Bangalore,2015-06-05,Station_B1,478.7,539.0,170.6,6.6,63.1,36.0,0.29,56.3,109.8,7.09,12.94,5.43,496.7,Very Poor
Bangalore,2015-06-05,Station_B2,52.7,375.4,11.0,19.5,127.5,12.7,9.67,3.7,178.2,8.14,21.48,8.51,415.2,Severe
Delhi,2015-06-06,Station_D1,163.3,489.0,56.6,44.4,101.9,25.8,5.59,46.0,171.2,8.74,16.87,6.25,268.0,Very Poor
Delhi,2015-06-06,Station_D2,454.2,380.8,55.5,1.9,240.5,1.3,1.11,29.5,81.9,6.05,0.49,3.25,110.6,Poor
Mumbai,2015-06-06,Station_M1,459.6,352.4,188.8,138.7,218.3,33.4,8.15,5.8,198.7,15.79,7.81,8.68,32.8,Good
Mumbai,2015-06-06,Station_M2,204.4,332.9,66.4,79.5,16.1,49.2,9.8,59.1,179.3,5.75,14.33,7.94,109.1,Severe
Chennai,2015-06-06,Station_C1,29.8,293.7,145.5,70.7,129.8,17.3,0.49,68.6,53.7,13.78,12.97,7.99,114.1,Poor
Chennai,2015-06-06,Station_C2,144.6,379.9,193.4,142.0,87.0,31.4,1.73,12.8,142.8,9.02,8.0,0.29,81.7,Severe
Kolkata,2015-06-06,Station_K1,434.5,467.2,101.3,117.1,194.2,38.5,1.17,90.1,193.7,18.82,27.13,8.27,58.0,Very Poor
Kolkata,2015-06-06,Station_K2,27.2,65.9,40.4,66.3,62.9,10.0,9.4,31.2,169.6,13.19,22.32,9.13,83.0,Poor
Bangalore,2015-06-06,Station_B1,183.6,6.0,41.9,145.9,135.4,45.0,1.88,55.9,135.4,0.21,26.07,5.97,435.1,Poor
Bangalore,2015-06-06,Station_B2,171.6,84.3,35.2,67.0,129.3,40.6,0.72,54.0,181.0,0.56,2.3,4.86,32.1,Good
Delhi,2015-06-07,Station_D1,292.9,63.2,50.1,145.2,155.6,4.5,4.04,79.3,76.0,19.93,5.44,2.5,421.4,Satisfactory
Delhi,2015-06-07,Station_D2,205.0,545.8,74.4,55.7,175.5,38.3,2.75,19.9,52.0,13.73,25.58,7.43,491.1,Moderate
Mumbai,2015-06-07,Station_M1,248.5,16.0,127.1,113.3,74.2,18.9,8.17,77.0,138.3,2.25,18.8,3.48,471.4,Severe
Mumbai,2015-06-07,Station_M2,476.8,182.5,146.3,53.0,217.2,18.7,2.33,62.0,72.1,3.49,25.47,5.49,333.9,Very Poor
Chennai,2015-06-07,Station_C1,465.0,227.2,51.0,52.1,58.3,9.1,1.74,22.1,116.0,13.16,25.91,0.61,225.1,Satisfactory
Chennai,2015-06-07,Station_C2,167.9,352.6,183.2,137.3,188.4,42.2,3.56,81.9,71.2,2.56,15.49,9.25,252.1,Satisfactory
Kolkata,2015-06-07,Station_K1,262.3,212.8,173.7,27.6,150.5,19.3,5.42,39.9,30.3,13.95,20.14,8.15,65.5,Satisfactory
Kolkata,2015-06-07,Station_K2,379.1,378.3,60.5,59.9,171.1,19.0,7.73,29.3,61.4,6.29,27.28,1.13,183.1,Severe
Bangalore,2015-06-07,Station_B1,498.3,2.6,132.4,132.1,86.2,0.9,4.33,52.8,196.4,2.46,27.73,10.0,197.9,Moderate
Bangalore,2015-06-07,Station_B2,465.8,50.7,64.4,101.0,43.8,18.4,2.25,79.5,132.7,3.19,6.49,7.27,125.4,Severe
Delhi,2015-06-08,Station_D1,291.5,251.3,180.1,1.2,115.8,18.3,8.01,93.7,118.8,0.36,11.96,6.36,238.8,Poor
Delhi,2015-06-08,Station_D2,493.1,60.7,106.8,121.3,133.2,33.7,2.45,24.1,1.1,16.51,25.47,5.44,237.5,Good
Mumbai,2015-06-08,Station_M1,186.5,599.1,17.3,126.6,75.7,17.6,4.52,76.2,130.0,12.29,5.32,9.69,45.9,Very Poor
Mumbai,2015-06-08,Station_M2,424.7,141.8,94.8,120.0,205.7,0.2,3.74,27.1,113.3,1.01,10.34,7.5,111.8,Good
Chennai,2015-06-08,Station_C1,456.5,240.6,157.8,134.7,7.4,39.4,7.17,58.1,136.1,6.72,25.32,5.93,87.0,Severe
Chennai,2015-06-08,Station_C2,196.5,122.5,52.8,52.9,141.4,25.9,3.37,22.6,33.2,0.49,13.86,1.46,363.3,Very Poor
Kolkata,2015-06-08,Station_K1,265.4,259.5,37.6,26.2,26.3,28.6,3.6,6.4,5.3,0.11,11.24,4.54,275.5,Moderate
Kolkata,2015-06-08,Station_K2,249.5,49.3,24.2,52.1,19.3,3.0,3.47,94.5,6.0,11.56,4.24,0.02,183.8,Severe
Bangalore,2015-06-08,Station_B1,175.3,549.2,11.1,117.4,92.1,16.2,9.05,71.5,52.4,3.91,25.62,7.13,356.5,Good
Bangalore,2015-06-08,Station_B2,267.8,465.1,174.5,69.7,179.6,22.3,0.35,96.1,133.8,15.8,20.56,4.4,68.5,Severe
Delhi,2015-06-09,Station_D1,313.1,195.9,112.0,34.5,145.5,19.4,3.39,37.9,200.0,18.18,12.3,1.99,366.9,Moderate
Delhi,2015-06-09,Station_D2,274.2,595.3,71.9,116.1,105.2,22.0,3.86,28.1,176.2,16.12,8.37,8.14,377.1,Very Poor
Mumbai,2015-06-09,Station_M1,227.0,406.7,26.9,15.3,102.0,27.0,0.58,36.4,184.9,19.5,11.91,9.39,45.4,Poor
Mumbai,2015-06-09,Station_M2,23.1,136.1,82.7,119.8,119.5,9.0,6.68,95.4,133.5,10.31,26.35,9.02,132.0,Poor
Chennai,2015-06-09,Station_C1,63.8,413.4,95.6,71.5,17.5,47.8,0.43,73.9,145.7,0.38,8.71,0.4,159.5,Good
Chennai,2015-06-09,Station_C2,343.3,488.6,144.1,1.2,127.4,4.2,0.53,66.9,177.5,19.34,22.89,4.68,140.0,Satisfactory
Kolkata,2015-06-09,Station_K1,344.2,336.3,96.2,108.3,200.9,2.7,4.94,94.7,57.2,15.09,15.65,6.54,29.9,Moderate
Kolkata,2015-06-09,Station_K2,150.7,338.2,5.4,126.5,48.7,2.8,1.51,2.1,14.6,1.03,14.43,1.53,398.0,Severe
Bangalore,2015-06-09,Station_B1,408.8,213.9,32.0,95.5,194.0,45.3,8.55,17.6,51.2,4.56,2.69,7.65,379.2,Poor
Bangalore,2015-06-09,Station_B2,65.4,473.1,33.9,101.4,206.3,23.7,0.68,66.2,149.3,13.15,10.16,5.72,215.5,Moderate
Delhi,2015-06-10,Station_D1,340.5,407.8,59.2,118.0,213.8,25.3,2.82,51.4,170.4,10.2,17.98,1.67,228.5,Severe
Delhi,2015-06-10,Station_D2,299.7,114.4,161.9,30.7,10.7,20.6,3.54,40.3,197.6,1.23,24.94,0.3,17.1,Very Poor
Mumbai,2015-06-10,Station_M1,306.9,318.1,102.1,122.1,194.6,27.8,2.75,93.0,125.9,2.49,14.05,8.79,458.0,Good
Mumbai,2015-06-10,Station_M2,259.8,312.4,95.4,24.1,4.8,12.0,3.33,0.3,37.2,7.13,5.64,9.01,458.4,Moderate
Chennai,2015-06-10,Station_C1,283.0,117.7,185.5,3.5,114.9,31.7,4.61,75.8,19.8,7.48,26.0,7.87,31.5,Satisfactory
Chennai,2015-06-10,Station_C2,127.6,113.2,24.4,96.1,96.4,23.7,0.33,53.6,86.0,15.24,15.33,2.36,315.4,Very Poor
Kolkata,2015-06-10,Station_K1,21.4,64.5,58.6,72.2,241.4,19.0,8.81,20.6,17.1,18.07,9.57,3.16,252.2,Satisfactory
Kolkata,2015-06-10,Station_K2,439.7,170.3,135.5,116.0,143.9,20.5,6.71,42.1,147.7,7.97,24.69,3.25,258.8,Very Poor
Bangalore,2015-06-10,Station_B1,254.4,555.0,164.4,125.7,143.1,14.8,5.1,74.7,14.8,13.21,25.17,6.0,213.4,Good
Bangalore,2015-06-10,Station_B2,116.0,523.2,105.9,67.0,28.6,38.9,3.28,28.5,157.8,0.11,28.0,9.15,375.0,Very Poor
Delhi,2015-06-11,Station_D1,369.8,489.5,177.8,43.0,111.1,42.9,9.69,51.7,155.8,9.05,7.34,0.02,237.5,Good
Delhi,2015-06-11,Station_D2,370.7,250.9,26.2,89.6,169.9,16.7,8.49,10.7,55.7,6.3,4.52,0.67,10.7,Severe
Mumbai,2015-06-11,Station_M1,10.2,516.4,134.0,32.6,22.1,27.3,3.55,13.4,193.0,6.67,15.88,2.37,106.5,Satisfactory
Mumbai,2015-06-11,Station_M2,210.4,584.1,135.7,41.5,118.4,6.0,1.17,3.7,19.2,19.96,12.99,0.55,280.6,Satisfactory
Chennai,2015-06-11,Station_C1,215.2,532.9,83.2,26.3,170.2,6.9,8.09,11.1,112.4,1.68,26.85,7.44,251.6,Severe
Chennai,2015-06-11,Station_C2,284.0,443.1,95.0,4.2,15.9,16.0,0.55,6.0,186.5,3.44,7.61,2.86,460.5,Very Poor
Kolkata,2015-06-11,Station_K1,300.0,465.7,65.7,101.5,64.8,37.5,0.65,22.4,97.5,18.01,12.47,3.81,370.9,Poor
Kolkata,2015-06-11,Station_K2,143.1,169.4,94.7,137.6,119.7,18.3,8.96,54.4,134.7,9.65,28.55,5.6,333.7,Poor
Bangalore,2015-06-11,Station_B1,380.5,419.6,41.6,108.6,59.9,23.8,6.5,2.0,149.9,5.04,20.48,2.72,80.1,Moderate
Bangalore,2015-06-11,Station_B2,15.5,289.9,85.8,43.8,176.1,33.0,7.82,60.0,93.3,15.96,22.55,2.56,243.0,Poor
Delhi,2015-06-12,Station_D1,277.1,287.3,167.6,118.9,63.7,10.1,2.98,90.8,150.4,16.59,2.58,4.75,181.4,Very Poor
Delhi,2015-06-12,Station_D2,76.0,418.4,27.6,115.2,56.0,25.4,1.84,88.9,147.6,1.09,4.29,9.33,35.3,Moderate
Mumbai,2015-06-12,Station_M1,222.4,5.3,77.4,10.2,211.3,48.7,8.41,33.3,39.7,7.62,12.24,0.68,434.2,Very Poor
Mumbai,2015-06-12,Station_M2,433.3,82.2,36.2,23.7,201.0,5.4,5.92,95.6,13.1,6.83,26.48,0.01,58.4,Satisfactory
Chennai,2015-06-12,Station_C1,120.8,566.9,162.4,148.1,91.4,19.7,8.9,38.2,123.0,19.73,4.57,0.46,339.1,Poor
Chennai,2015-06-12,Station_C2,29.8,8.6,60.2,145.8,228.1,25.5,8.08,69.0,196.9,1.09,1.49,0.18,37.4,Very Poor
Kolkata,2015-06-12,Station_K1,358.0,422.1,149.0,54.3,211.6,10.2,4.37,43.5,43.0,0.75,7.5,7.21,194.7,Moderate
Kolkata,2015-06-12,Station_K2,358.9,579.1,1.3,118.3,126.2,49.5,0.37,22.5,196.9,5.68,20.38,3.88,483.4,Very Poor
Bangalore,2015-06-12,Station_B1,490.0,44.0,82.6,25.6,136.6,30.6,8.61,86.9,84.8,5.37,17.16,2.61,61.0,Severe
Bangalore,2015-06-12,Station_B2,350.3,10.4,152.6,20.8,36.1,8.3,3.71,80.2,140.2,17.63,3.43,7.07,345.3,Good
Delhi,2015-06-13,Station_D1,175.5,48.9,33.1,99.9,208.0,35.5,1.12,13.0,101.8,8.98,17.16,8.01,118.4,Severe
Delhi,2015-06-13,Station_D2,410.0,397.6,100.2,133.0,2.9,19.0,3.22,69.2,124.6,4.76,29.03,0.21,265.7,Very Poor
Mumbai,2015-06-13,Station_M1,423.4,321.7,80.8,122.5,39.0,36.6,4.13,11.4,161.1,2.82,1.09,8.95,380.3,Satisfactory
Mumbai,2015-06-13,Station_M2,37.5,110.6,57.6,0.8,196.1,34.8,1.0,46.2,34.7,9.13,27.46,5.84,61.2,Severe
Chennai,2015-06-13,Station_C1,449.1,372.3,108.2,27.2,13.5,41.5,0.4,65.2,142.3,0.35,6.46,8.94,198.1,Good
Chennai,2015-06-13,Station_C2,345.8,320.3,182.4,142.3,98.5,10.3,9.86,58.6,17.9,3.16,7.96,0.37,259.3,Satisfactory
Kolkata,2015-06-13,Station_K1,68.1,548.3,155.1,121.0,41.6,42.0,0.92,81.6,63.4,1.48,4.38,1.99,77.4,Very Poor
Kolkata,2015-06-13,Station_K2,150.3,202.8,177.7,0.8,29.8,38.4,7.5,77.7,114.5,4.53,21.29,8.77,23.9,Very Poor
Bangalore,2015-06-13,Station_B1,461.0,300.3,138.8,28.3,84.9,38.5,7.99,75.8,111.0,7.46,29.45,4.51,155.7,Severe
Bangalore,2015-06-13,Station_B2,492.7,138.4,1.9,80.7,120.4,38.5,7.0,54.7,20.6,14.48,12.53,4.23,269.2,Poor
Delhi,2015-06-14,Station_D1,376.8,550.5,174.9,50.5,25.7,19.6,0.66,1.0,101.8,16.34,27.29,3.71,1.8,Poor
Delhi,2015-06-14,Station_D2,4.7,295.3,19.8,69.8,142.3,42.5,7.98,11.2,194.6,10.89,14.22,3.44,44.3,Satisfactory
Mumbai,2015-06-14,Station_M1,292.0,451.6,68.3,83.4,184.6,20.6,1.95,0.5,195.2,7.75,11.66,5.49,152.4,Moderate
Mumbai,2015-06-14,Station_M2,245.5,409.4,78.5,25.4,183.9,27.6,4.02,2.1,141.6,5.97,22.23,4.99,497.5,Severe
Chennai,2015-06-14,Station_C1,359.5,207.1,6.3,105.2,50.7,47.6,2.71,21.2,56.6,5.78,15.27,0.43,422.8,Poor
Chennai,2015-06-14,Station_C2,5.1,67.1,181.7,116.8,112.1,47.5,6.64,16.2,0.3,6.01,19.01,7.02,248.9,Severe
Kolkata,2015-06-14,Station_K1,92.9,49.3,196.5,22.0,169.4,14.9,7.52,2.2,122.1,4.68,13.96,0.5,225.1,Satisfactory
Kolkata,2015-06-14,Station_K2,404.9,79.1,79.9,13.2,120.4,4.5,5.24,54.9,141.1,8.6,24.19,5.17,430.4,Satisfactory
Bangalore,2015-06-14,Station_B1,142.8,493.6,82.1,63.1,170.6,32.3,5.22,8.1,104.1,2.63,19.06,8.44,99.1,Moderate
Bangalore,2015-06-14,Station_B2,1.0,450.3,27.2,84.6,193.8,24.5,8.27,11.0,3.3,18.25,0.0,8.98,491.1,Moderate
Delhi,2015-06-15,Station_D1,119.5,452.6,31.5,75.5,157.0,16.8,3.29,78.9,118.7,10.9,19.72,2.45,102.4,Severe
Delhi,2015-06-15,Station_D2,206.7,587.7,2.3,33.7,137.7,0.4,4.47,27.8,141.3,1.73,7.37,1.92,201.9,Poor
Mumbai,2015-06-15,Station_M1,132.4,552.6,148.7,4.4,69.8,29.5,1.91,55.6,84.2,9.64,2.54,7.68,171.3,Moderate
Mumbai,2015-06-15,Station_M2,489.5,516.5,117.0,104.7,16.7,48.5,9.47,12.0,21.0,12.43,9.35,1.64,489.6,Poor
Chennai,2015-06-15,Station_C1,394.8,241.9,60.1,95.3,137.5,35.3,8.34,69.5,197.6,10.86,10.61,8.3,26.5,Good
Chennai,2015-06-15,Station_C2,441.4,460.8,190.4,128.1,205.4,11.5,4.03,72.9,57.8,12.8,11.73,6.69,414.8,Satisfactory
Kolkata,2015-06-15,Station_K1,413.1,340.0,114.2,89.7,154.0,7.6,4.77,86.9,114.5,8.59,1.08,6.98,29.9,Satisfactory
Kolkata,2015-06-15,Station_K2,224.4,551.5,133.4,45.0,51.6,12.2,6.97,86.1,58.5,2.24,29.59,1.03,268.8,Moderate
Bangalore,2015-06-15,Station_B1,461.1,546.3,187.1,47.3,50.3,31.1,5.43,73.0,77.0,0.31,3.32,4.83,393.1,Severe
Bangalore,2015-06-15,Station_B2,390.3,264.4,42.3,60.9,92.3,49.1,7.79,26.0,145.9,10.08,28.7,8.36,317.0,Poor
Delhi,2015-06-16,Station_D1,232.4,112.1,88.5,109.5,72.5,11.3,7.11,9.0,87.0,17.21,14.79,4.14,149.0,Moderate
Delhi,2015-06-16,Station_D2,312.7,557.3,128.3,120.4,16.7,27.1,4.8,79.7,98.0,10.06,2.58,0.48,194.5,Poor
Mumbai,2015-06-16,Station_M1,160.5,261.0,168.4,7.4,23.9,29.5,9.86,44.2,198.0,18.55,4.28,1.07,85.2,Good
Mumbai,2015-06-16,Station_M2,233.9,499.4,166.7,68.5,207.0,7.1,5.66,16.6,90.1,18.66,4.37,4.77,377.2,Very Poor
Chennai,2015-06-16,Station_C1,313.7,546.8,74.2,9.2,197.9,35.3,6.59,17.5,124.7,7.71,14.71,7.08,324.0,Moderate
Chennai,2015-06-16,Station_C2,32.4,529.0,27.5,70.4,146.2,30.4,9.61,96.9,3.6,3.72,2.29,0.93,205.0,Good
Kolkata,2015-06-16,Station_K1,231.9,384.5,107.5,61.4,184.0,38.2,7.83,26.7,130.3,1.74,26.08,6.11,44.9,Good
Kolkata,2015-06-16,Station_K2,129.2,112.1,114.3,24.8,2.9,34.8,8.07,23.8,97.2,6.25,28.28,1.9,165.0,Severe
Bangalore,2015-06-16,Station_B1,63.6,80.5,139.4,56.0,115.9,13.9,1.08,7.9,54.0,11.69,21.85,0.97,31.4,Poor
Bangalore,2015-06-16,Station_B2,128.1,159.7,57.4,41.9,138.3,8.6,8.16,22.2,139.3,17.25,19.72,7.85,332.4,Very Poor
Delhi,2015-06-17,Station_D1,292.9,585.2,86.9,142.3,216.7,31.6,7.4,93.3,196.7,4.77,22.96,6.5,365.1,Good
Delhi,2015-06-17,Station_D2,211.2,91.1,120.3,57.1,132.6,26.4,5.66,84.0,152.1,18.13,15.61,1.87,84.8,Poor
Mumbai,2015-06-17,Station_M1,249.3,170.6,91.9,56.9,212.4,10.8,9.92,48.0,163.8,16.48,3.76,3.03,486.1,Satisfactory
Mumbai,2015-06-17,Station_M2,380.4,298.3,114.3,105.0,100.3,49.3,7.69,54.5,173.2,4.63,26.07,9.64,176.0,Very Poor
Chennai,2015-06-17,Station_C1,312.0,165.3,33.8,104.2,237.4,17.3,6.73,35.7,152.7,7.83,26.46,7.63,302.2,Poor
Chennai,2015-06-17,Station_C2,139.6,217.6,114.3,105.4,59.2,2.1,6.9,32.4,127.8,17.57,22.39,5.66,424.9,Good
Kolkata,2015-06-17,Station_K1,274.4,212.9,190.0,9.7,41.2,25.0,4.62,84.2,106.2,16.6,27.31,3.01,46.0,Very Poor
Kolkata,2015-06-17,Station_K2,208.8,451.6,7.1,103.9,111.6,32.8,0.91,32.1,2.4,10.66,20.5,3.36,42.3,Poor
Bangalore,2015-06-17,Station_B1,377.6,308.0,131.7,97.1,13.0,23.4,0.98,87.8,124.8,11.29,11.35,5.85,34.4,Poor
Bangalore,2015-06-17,Station_B2,420.4,378.8,169.4,97.7,188.8,22.5,2.75,83.8,175.9,11.66,9.76,2.62,370.8,Poor
Delhi,2015-06-18,Station_D1,352.3,225.0,80.4,135.6,65.6,30.6,5.66,8.6,177.5,4.67,16.5,5.2,299.7,Very Poor
Delhi,2015-06-18,Station_D2,165.5,573.0,54.3,91.6,146.2,17.4,2.03,18.9,145.9,11.01,10.5,6.17,417.5,Moderate
Mumbai,2015-06-18,Station_M1,479.7,505.7,194.9,119.8,198.0,18.6,5.52,70.0,153.0,7.75,8.14,1.2,217.3,Good
Mumbai,2015-06-18,Station_M2,287.2,113.3,96.7,87.3,39.3,11.1,2.42,15.3,94.8,4.47,28.37,5.27,274.7,Severe
Chennai,2015-06-18,Station_C1,352.0,179.7,124.2,138.8,145.6,9.2,3.52,66.4,151.3,11.51,12.52,9.92,192.7,Moderate
Chennai,2015-06-18,Station_C2,348.2,227.6,75.0,65.2,127.7,31.8,5.03,81.0,175.8,11.71,11.04,0.74,129.0,Severe
Kolkata,2015-06-18,Station_K1,46.4,195.0,21.5,50.7,94.9,46.5,0.72,51.0,62.6,18.85,28.88,2.28,215.4,Good
Kolkata,2015-06-18,Station_K2,73.9,348.7,136.5,2.8,242.9,7.8,7.99,19.0,8.1,11.63,18.6,7.03,472.8,Good
Bangalore,2015-06-18,Station_B1,54.2,558.2,150.2,142.1,225.4,20.4,3.62,61.0,173.0,5.48,12.61,6.54,284.3,Satisfactory
Bangalore,2015-06-18,Station_B2,40.7,584.7,66.5,87.9,53.7,0.1,8.69,62.8,110.7,1.29,21.93,4.25,149.0,Severe
Delhi,2015-06-19,Station_D1,457.7,440.9,170.3,145.8,247.1,23.9,3.67,31.3,139.5,1.49,2.57,7.2,243.1,Satisfactory
Delhi,2015-06-19,Station_D2,303.8,600.0,57.0,62.1,77.1,12.6,3.55,18.0,147.6,1.55,17.69,7.72,374.3,Good
Mumbai,2015-06-19,Station_M1,313.4,24.0,165.8,6.9,184.0,17.4,3.14,87.6,119.6,3.87,8.54,9.23,176.3,Satisfactory
Mumbai,2015-06-19,Station_M2,192.7,69.8,22.1,7.4,226.3,28.0,6.21,59.2,101.2,0.84,19.62,1.56,419.6,Severe
Chennai,2015-06-19,Station_C1,233.2,363.4,68.5,29.0,219.6,21.9,7.01,79.2,51.9,4.46,25.79,0.68,82.7,Poor
Chennai,2015-06-19,Station_C2,466.3,168.0,94.9,64.3,68.5,40.6,9.64,52.8,15.3,3.29,18.17,6.95,257.4,Severe
Kolkata,2015-06-19,Station_K1,185.2,7.6,7.5,53.7,197.5,33.5,0.02,9.6,114.7,14.65,9.83,3.42,193.9,Satisfactory
Kolkata,2015-06-19,Station_K2,428.4,539.6,173.4,138.0,210.8,48.6,2.95,24.5,77.3,1.89,6.89,0.15,177.5,Moderate
