City,Datetime,Station,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Bangalore,2015-01-04 11:00:00,Station_B1,412.3,418.1,159.4,132.2,166.8,34.2,8.36,91.5,3.2,16.73,8.41,2.7,45.1,Moderate
Bangalore,2015-01-04 11:00:00,Station_B2,79.8,216.5,95.3,12.5,77.7,11.1,4.99,75.7,66.5,6.42,7.92,7.4,30.7,Poor
Delhi,2015-01-04 12:00:00,Station_D1,470.5,361.1,121.7,68.4,225.1,5.4,4.06,12.6,83.3,5.21,12.15,0.49,171.6,Moderate
Delhi,2015-01-04 12:00:00,Station_D2,175.8,214.2,94.7,96.3,138.9,47.7,1.01,66.7,45.1,3.33,20.21,8.08,181.8,Severe
Mumbai,2015-01-04 12:00:00,Station_M1,381.6,277.3,86.9,103.7,22.9,31.9,1.57,62.8,52.7,13.7,11.57,9.46,356.8,Poor
Mumbai,2015-01-04 12:00:00,Station_M2,150.5,595.1,173.5,109.1,122.8,27.8,9.08,88.6,21.7,14.81,26.07,8.35,481.6,Poor
Chennai,2015-01-04 12:00:00,Station_C1,421.6,138.2,22.5,22.1,20.4,17.0,7.49,65.0,34.5,17.24,3.14,4.14,277.5,Good
Chennai,2015-01-04 12:00:00,Station_C2,327.2,511.0,178.8,4.9,198.4,27.6,6.15,39.2,78.5,3.95,6.08,0.61,12.7,Very Poor
Kolkata,2015-01-04 12:00:00,Station_K1,116.2,502.8,49.9,82.6,127.8,45.0,8.55,22.2,51.8,6.31,25.25,7.19,11.9,Moderate
Kolkata,2015-01-04 12:00:00,Station_K2,349.5,336.8,115.8,49.3,149.9,27.2,4.48,40.6,91.3,4.44,5.68,8.24,303.9,Satisfactory
Bangalore,2015-01-04 12:00:00,Station_B1,240.1,482.3,48.7,120.0,244.8,12.4,1.85,10.0,29.3,4.11,3.45,8.25,386.9,Satisfactory
Bangalore,2015-01-04 12:00:00,Station_B2,284.1,540.8,57.0,12.2,114.5,24.1,6.04,70.7,106.2,1.96,20.57,0.28,283.4,Poor
Delhi,2015-01-04 13:00:00,Station_D1,19.0,385.0,178.3,82.2,68.7,15.8,8.1,26.8,86.6,2.5,13.55,1.24,191.1,Very Poor
Delhi,2015-01-04 13:00:00,Station_D2,184.6,456.7,50.9,50.8,151.1,36.5,1.03,11.7,105.3,15.94,26.14,2.12,106.7,Moderate
Mumbai,2015-01-04 13:00:00,Station_M1,189.2,225.2,8.8,123.2,236.9,28.3,6.12,51.6,111.6,0.37,25.94,0.69,189.7,Moderate
Mumbai,2015-01-04 13:00:00,Station_M2,340.3,378.2,112.1,57.2,60.3,48.7,5.97,81.5,4.3,15.43,9.44,3.97,423.6,Poor
Chennai,2015-01-04 13:00:00,Station_C1,343.6,83.1,20.2,61.5,193.8,3.8,6.13,78.4,23.1,9.0,1.13,7.46,320.8,Satisfactory
Chennai,2015-01-04 13:00:00,Station_C2,28.2,72.6,12.3,88.3,61.8,8.0,0.88,61.0,174.4,4.06,25.13,0.06,239.5,Poor
Kolkata,2015-01-04 13:00:00,Station_K1,298.1,304.6,14.5,13.5,67.1,14.4,2.36,25.7,192.6,6.05,26.97,4.38,128.0,Poor
Kolkata,2015-01-04 13:00:00,Station_K2,301.6,261.9,79.2,27.7,143.7,49.1,0.72,56.6,145.5,0.98,12.11,6.4,150.8,Very Poor
Bangalore,2015-01-04 13:00:00,Station_B1,81.7,300.8,42.9,28.5,243.3,3.7,6.43,14.8,103.6,15.82,29.75,3.69,490.3,Severe
Bangalore,2015-01-04 13:00:00,Station_B2,458.3,367.6,45.9,60.4,12.9,23.8,6.32,62.8,114.2,7.86,8.16,7.92,295.3,Good
Delhi,2015-01-04 14:00:00,Station_D1,102.4,355.9,178.0,124.5,19.9,8.6,6.27,5.3,97.1,1.19,22.44,1.04,483.2,Poor
Delhi,2015-01-04 14:00:00,Station_D2,324.3,484.6,157.6,1.0,204.6,25.8,7.52,76.2,88.2,13.6,27.85,6.43,15.2,Moderate
Mumbai,2015-01-04 14:00:00,Station_M1,189.7,24.4,30.5,116.6,1.0,5.9,5.31,92.6,166.1,15.75,21.65,6.22,282.4,Severe
Mumbai,2015-01-04 14:00:00,Station_M2,421.0,548.1,188.6,136.3,79.6,37.6,1.8,91.8,47.5,15.6,3.59,3.93,52.6,Very Poor
Chennai,2015-01-04 14:00:00,Station_C1,371.3,330.9,110.8,109.5,211.7,12.7,3.56,51.8,139.8,14.32,1.31,9.09,263.4,Severe
Chennai,2015-01-04 14:00:00,Station_C2,309.8,120.6,1.7,115.7,27.4,38.7,7.62,77.5,63.6,16.97,14.79,8.36,471.3,Satisfactory
Kolkata,2015-01-04 14:00:00,Station_K1,390.7,90.7,54.4,141.8,157.7,22.4,0.6,66.5,184.4,7.56,17.0,6.18,489.1,Severe
Kolkata,2015-01-04 14:00:00,Station_K2,189.4,211.5,131.0,33.2,161.6,11.8,7.53,32.7,196.1,1.0,10.06,6.6,136.7,Poor
Bangalore,2015-01-04 14:00:00,Station_B1,85.5,514.2,30.7,79.3,8.6,13.4,6.38,9.2,90.3,5.81,27.24,5.21,180.9,Severe
Bangalore,2015-01-04 14:00:00,Station_B2,388.9,319.6,168.1,50.2,119.5,47.9,4.5,82.6,161.6,18.56,0.2,1.24,474.6,Severe
Delhi,2015-01-04 15:00:00,Station_D1,435.7,297.9,72.2,73.6,100.4,16.1,2.56,13.3,72.2,3.32,15.19,8.82,463.9,Poor
Delhi,2015-01-04 15:00:00,Station_D2,471.7,327.0,186.7,36.8,14.9,28.4,0.34,82.0,47.4,13.42,7.74,4.53,356.2,Moderate
Mumbai,2015-01-04 15:00:00,Station_M1,105.5,457.2,113.8,114.5,199.3,0.2,9.63,19.5,49.1,17.88,22.48,3.16,391.8,Moderate
Mumbai,2015-01-04 15:00:00,Station_M2,226.4,152.6,64.4,106.2,117.8,34.7,6.31,67.9,165.0,19.66,15.84,9.08,294.5,Severe
Chennai,2015-01-04 15:00:00,Station_C1,205.0,84.0,151.4,140.0,237.4,40.5,5.17,89.2,125.8,3.4,21.82,1.48,152.8,Good
Chennai,2015-01-04 15:00:00,Station_C2,59.5,108.6,45.5,59.9,138.8,43.5,9.2,29.9,117.6,15.41,20.18,2.45,19.9,Very Poor
Kolkata,2015-01-04 15:00:00,Station_K1,308.0,342.4,185.5,123.1,19.6,31.6,7.65,14.2,42.8,19.05,21.21,0.95,190.8,Very Poor
Kolkata,2015-01-04 15:00:00,Station_K2,335.0,194.7,82.0,103.9,134.2,23.6,5.01,78.0,167.3,12.19,8.11,4.05,405.4,Moderate
Bangalore,2015-01-04 15:00:00,Station_B1,191.7,228.6,85.0,22.9,65.6,35.5,9.08,64.2,122.6,19.18,24.33,2.2,55.6,Poor
Bangalore,2015-01-04 15:00:00,Station_B2,387.3,28.0,27.6,68.1,37.4,49.1,2.16,89.5,169.1,6.46,18.43,6.95,391.1,Satisfactory
Delhi,2015-01-04 16:00:00,Station_D1,149.6,132.7,52.4,142.7,171.6,41.4,1.12,2.1,110.0,2.31,6.87,4.7,271.7,Satisfactory
Delhi,2015-01-04 16:00:00,Station_D2,5.3,444.1,23.7,22.9,11.3,10.7,7.58,59.2,180.3,13.95,5.67,5.24,130.6,Poor
Mumbai,2015-01-04 16:00:00,Station_M1,305.2,588.3,79.9,149.3,132.2,41.8,3.73,33.8,86.1,9.83,22.57,4.67,411.3,Moderate
Mumbai,2015-01-04 16:00:00,Station_M2,117.4,49.0,91.6,138.1,227.2,28.7,4.96,69.7,168.7,16.74,22.74,5.79,209.5,Very Poor
Chennai,2015-01-04 16:00:00,Station_C1,237.6,368.9,26.7,123.2,122.2,31.6,7.46,18.8,123.2,17.2,14.26,0.51,90.2,Good
Chennai,2015-01-04 16:00:00,Station_C2,282.4,75.7,110.9,107.4,176.6,9.2,6.8,60.7,33.6,16.02,13.89,6.91,338.0,Very Poor
Kolkata,2015-01-04 16:00:00,Station_K1,76.6,265.9,99.1,68.0,135.5,43.2,3.66,19.6,85.2,18.53,27.01,0.35,39.3,Good
Kolkata,2015-01-04 16:00:00,Station_K2,370.6,199.3,151.9,89.5,27.0,36.2,8.08,57.1,86.1,4.49,1.49,5.05,164.3,Good
Bangalore,2015-01-04 16:00:00,Station_B1,53.4,309.8,19.9,67.9,21.8,33.9,9.05,8.1,79.3,16.41,27.13,6.28,494.9,Satisfactory
Bangalore,2015-01-04 16:00:00,Station_B2,303.1,375.0,199.6,104.7,240.9,45.3,3.52,90.7,159.7,12.89,4.13,5.37,462.2,Very Poor
Delhi,2015-01-04 17:00:00,Station_D1,272.8,191.3,159.8,130.4,69.0,24.1,4.62,70.0,19.4,1.15,19.07,8.91,358.1,Moderate
Delhi,2015-01-04 17:00:00,Station_D2,344.7,374.2,2.8,13.1,172.3,32.1,4.37,40.7,112.4,6.82,17.55,3.02,330.7,Good
Mumbai,2015-01-04 17:00:00,Station_M1,160.2,386.2,12.3,36.2,218.1,33.2,5.45,20.3,144.0,2.04,15.73,4.1,159.7,Very Poor
Mumbai,2015-01-04 17:00:00,Station_M2,81.6,284.5,110.2,100.6,138.2,1.0,3.11,59.5,116.9,7.89,24.06,1.08,369.3,Moderate
Chennai,2015-01-04 17:00:00,Station_C1,233.1,135.6,183.3,129.6,6.1,12.8,1.42,48.4,30.9,17.82,23.53,2.28,200.9,Moderate
Chennai,2015-01-04 17:00:00,Station_C2,304.2,1.9,75.9,13.3,222.7,38.5,1.34,98.7,65.1,5.45,16.21,2.62,346.4,Severe
Kolkata,2015-01-04 17:00:00,Station_K1,362.3,492.5,86.8,108.3,13.2,46.8,9.6,67.1,26.1,17.02,10.65,0.81,452.6,Good
Kolkata,2015-01-04 17:00:00,Station_K2,456.4,351.2,28.6,106.9,54.7,21.4,3.87,51.5,151.5,0.14,15.29,0.99,141.2,Poor
Bangalore,2015-01-04 17:00:00,Station_B1,468.7,1.3,151.0,50.2,65.0,46.5,2.59,49.5,61.2,5.48,14.64,7.73,439.7,Satisfactory
Bangalore,2015-01-04 17:00:00,Station_B2,299.6,122.9,100.3,93.3,133.8,8.2,2.64,25.7,7.7,6.11,29.47,1.49,69.9,Poor
Delhi,2015-01-04 18:00:00,Station_D1,374.4,346.6,92.6,37.3,80.4,16.9,6.77,54.8,14.2,2.53,4.84,3.65,257.2,Very Poor
Delhi,2015-01-04 18:00:00,Station_D2,65.1,363.9,146.1,125.8,210.4,22.5,4.19,44.0,160.7,13.57,13.81,4.8,496.9,Very Poor
Mumbai,2015-01-04 18:00:00,Station_M1,479.4,227.0,91.5,55.7,147.3,27.1,7.19,6.7,138.8,2.63,11.3,2.88,190.6,Moderate
Mumbai,2015-01-04 18:00:00,Station_M2,73.3,4.9,147.1,30.0,74.8,29.7,0.29,68.1,67.7,2.89,12.1,7.91,421.9,Moderate
Chennai,2015-01-04 18:00:00,Station_C1,57.5,55.8,31.5,32.6,182.5,4.7,0.34,52.9,99.4,11.97,17.94,0.51,369.2,Poor
Chennai,2015-01-04 18:00:00,Station_C2,414.2,123.7,119.7,49.3,21.4,11.6,8.06,95.0,160.1,10.22,7.54,0.65,369.4,Moderate
Kolkata,2015-01-04 18:00:00,Station_K1,221.0,195.9,107.8,120.0,127.3,45.4,0.29,12.5,7.8,13.25,5.62,5.46,7.3,Good
Kolkata,2015-01-04 18:00:00,Station_K2,166.9,520.7,190.9,44.2,3.6,6.4,7.65,69.4,104.8,3.16,6.84,3.94,285.8,Moderate
Bangalore,2015-01-04 18:00:00,Station_B1,176.5,330.2,66.5,59.0,191.7,14.3,9.78,41.4,31.6,19.45,15.5,1.25,4.0,Very Poor
Bangalore,2015-01-04 18:00:00,Station_B2,353.5,267.5,186.3,94.4,80.7,45.0,4.27,33.6,23.3,10.43,10.0,4.89,396.6,Severe
Delhi,2015-01-04 19:00:00,Station_D1,267.5,288.9,66.6,149.0,56.8,5.9,1.67,97.0,76.8,19.12,16.23,2.41,453.8,Good
Delhi,2015-01-04 19:00:00,Station_D2,473.5,403.8,168.2,14.9,151.6,7.0,4.84,94.3,39.4,17.98,20.98,3.33,416.0,Good
Mumbai,2015-01-04 19:00:00,Station_M1,8.6,574.7,41.8,114.6,160.8,41.4,6.96,10.4,193.0,10.92,2.59,8.43,296.8,Satisfactory
Mumbai,2015-01-04 19:00:00,Station_M2,283.5,430.7,171.1,35.6,102.3,15.3,2.76,80.6,197.8,18.98,7.23,2.35,51.0,Severe
Chennai,2015-01-04 19:00:00,Station_C1,227.4,161.3,89.4,48.6,110.1,12.5,1.12,53.7,43.6,9.16,4.24,9.58,94.5,Poor
Chennai,2015-01-04 19:00:00,Station_C2,407.3,87.0,9.6,64.6,207.5,20.8,1.33,90.8,106.4,15.91,16.64,3.21,333.5,Satisfactory
Kolkata,2015-01-04 19:00:00,Station_K1,448.6,223.2,11.7,6.3,222.4,13.8,5.24,34.2,98.2,5.08,19.24,4.83,180.2,Good
Kolkata,2015-01-04 19:00:00,Station_K2,228.2,313.6,152.3,55.5,103.7,15.8,8.76,11.2,195.0,3.0,28.23,1.34,414.0,Poor
Bangalore,2015-01-04 19:00:00,Station_B1,432.8,319.7,70.6,111.2,62.5,9.2,1.75,72.5,151.5,14.36,21.08,3.14,31.0,Satisfactory
Bangalore,2015-01-04 19:00:00,Station_B2,94.7,97.2,167.9,144.0,198.6,5.0,4.35,79.7,180.5,17.08,22.1,7.33,334.3,Severe
Delhi,2015-01-04 20:00:00,Station_D1,332.1,490.9,163.9,79.9,219.5,32.5,8.84,7.4,169.5,18.16,6.35,0.72,447.6,Satisfactory
Delhi,2015-01-04 20:00:00,Station_D2,474.5,417.1,187.9,61.5,138.3,9.0,3.58,78.4,2.5,0.78,25.85,7.54,23.6,Poor
Mumbai,2015-01-04 20:00:00,Station_M1,49.7,81.8,51.9,58.5,219.9,44.8,5.1,49.9,39.6,17.05,19.1,0.89,491.0,Satisfactory
Mumbai,2015-01-04 20:00:00,Station_M2,147.7,212.9,38.2,92.1,97.2,41.1,6.63,43.7,185.8,10.4,16.91,3.8,38.9,Moderate
Chennai,2015-01-04 20:00:00,Station_C1,4.7,591.3,122.6,55.2,226.7,22.8,9.71,47.9,68.0,0.6,4.02,4.82,93.5,Good
Chennai,2015-01-04 20:00:00,Station_C2,430.2,525.9,71.6,34.7,138.9,11.3,6.46,30.2,156.8,11.38,7.79,2.8,40.2,Poor
Kolkata,2015-01-04 20:00:00,Station_K1,262.2,326.4,161.5,90.6,49.4,27.4,4.85,90.9,134.4,5.45,25.43,5.41,445.0,Good
Kolkata,2015-01-04 20:00:00,Station_K2,401.1,433.9,45.9,70.4,53.4,44.7,2.93,57.9,103.6,5.29,0.02,5.61,158.9,Moderate
Bangalore,2015-01-04 20:00:00,Station_B1,134.2,355.4,99.9,109.7,157.5,8.7,3.46,61.4,183.9,15.82,28.98,5.37,483.5,Very Poor
Bangalore,2015-01-04 20:00:00,Station_B2,20.2,466.0,151.7,21.8,36.4,20.4,2.22,93.3,130.4,8.86,7.83,6.16,154.7,Severe
Delhi,2015-01-04 21:00:00,Station_D1,237.1,444.1,125.6,40.4,13.9,40.5,5.03,88.1,37.4,6.4,7.98,0.62,258.9,Good
Delhi,2015-01-04 21:00:00,Station_D2,400.0,383.0,89.7,56.0,149.3,17.2,1.38,19.3,15.6,4.46,14.39,9.18,470.8,Satisfactory
Mumbai,2015-01-04 21:00:00,Station_M1,235.9,333.9,45.2,140.7,151.1,47.9,9.68,62.0,35.9,4.79,28.49,7.91,172.5,Good
Mumbai,2015-01-04 21:00:00,Station_M2,114.6,113.9,15.6,3.2,216.0,6.5,9.19,60.0,152.2,5.97,10.51,0.03,306.8,Good
Chennai,2015-01-04 21:00:00,Station_C1,296.3,480.2,197.9,70.8,86.0,48.1,5.24,9.8,72.4,19.72,19.23,2.08,190.4,Good
Chennai,2015-01-04 21:00:00,Station_C2,389.5,525.9,39.9,48.5,226.3,19.3,7.36,96.7,68.7,19.42,14.47,2.75,339.9,Poor
Kolkata,2015-01-04 21:00:00,Station_K1,239.0,180.8,121.6,68.5,30.1,49.5,2.73,24.9,114.6,10.96,18.13,5.97,190.8,Satisfactory
Kolkata,2015-01-04 21:00:00,Station_K2,477.3,313.3,13.2,113.0,215.7,24.0,7.55,82.3,79.1,3.97,24.07,7.38,348.6,Satisfactory
Bangalore,2015-01-04 21:00:00,Station_B1,364.8,64.4,33.7,65.9,196.5,48.4,2.2,16.4,55.8,13.47,29.81,3.6,499.6,Good
Bangalore,2015-01-04 21:00:00,Station_B2,228.3,447.3,50.9,34.5,148.2,7.3,5.54,54.9,65.6,2.52,2.03,9.17,141.5,Good
Delhi,2015-01-04 22:00:00,Station_D1,179.5,461.2,118.4,31.4,50.5,4.8,2.45,45.3,161.1,4.29,9.47,7.1,476.9,Severe
Delhi,2015-01-04 22:00:00,Station_D2,265.2,68.5,70.8,17.1,109.2,29.5,6.45,99.1,61.6,7.12,11.12,4.51,312.5,Very Poor
Mumbai,2015-01-04 22:00:00,Station_M1,397.4,329.4,170.6,19.0,231.3,16.7,1.38,1.3,60.5,0.55,2.55,2.38,206.6,Poor
Mumbai,2015-01-04 22:00:00,Station_M2,46.2,476.7,73.8,79.0,22.4,3.8,5.11,15.8,51.5,4.05,7.51,4.1,251.5,Satisfactory
Chennai,2015-01-04 22:00:00,Station_C1,329.2,166.1,151.4,0.0,72.9,29.1,8.79,68.8,23.2,15.71,28.0,4.58,477.9,Good
Chennai,2015-01-04 22:00:00,Station_C2,194.3,6.5,179.6,117.9,106.5,33.4,5.81,28.4,120.3,12.92,17.34,0.08,320.4,Very Poor
Kolkata,2015-01-04 22:00:00,Station_K1,148.7,106.9,29.6,82.8,39.9,6.2,9.62,40.8,145.8,11.36,13.95,9.28,434.3,Severe
Kolkata,2015-01-04 22:00:00,Station_K2,164.4,457.0,150.0,40.0,146.7,13.0,0.36,54.6,108.1,19.83,1.84,1.8,55.3,Satisfactory
Bangalore,2015-01-04 22:00:00,Station_B1,98.2,44.7,55.2,89.5,101.3,7.3,7.45,39.1,13.9,12.24,21.08,3.74,398.2,Poor
Bangalore,2015-01-04 22:00:00,Station_B2,57.6,222.2,193.1,148.8,33.0,15.9,1.94,35.8,155.9,3.84,2.53,5.96,492.8,Poor
Delhi,2015-01-04 23:00:00,Station_D1,469.0,419.3,29.4,4.4,160.5,40.4,4.11,80.3,19.2,13.91,7.45,6.65,490.3,Satisfactory
Delhi,2015-01-04 23:00:00,Station_D2,472.9,94.5,198.8,11.6,104.1,48.4,1.09,38.0,33.3,4.66,29.36,5.06,12.5,Very Poor
Mumbai,2015-01-04 23:00:00,Station_M1,160.9,357.2,110.6,83.8,57.8,10.5,8.36,94.9,37.0,0.56,22.15,2.23,7.2,Moderate
Mumbai,2015-01-04 23:00:00,Station_M2,221.3,572.0,66.0,10.5,173.7,12.5,5.7,88.4,34.8,2.03,26.88,7.4,260.8,Satisfactory
Chennai,2015-01-04 23:00:00,Station_C1,86.7,567.3,151.6,62.0,115.7,45.1,1.44,45.6,4.7,13.27,6.45,0.85,120.5,Moderate
Chennai,2015-01-04 23:00:00,Station_C2,462.6,392.5,174.8,54.9,176.2,14.0,1.97,4.2,97.3,7.08,20.54,5.43,122.7,Good
Kolkata,2015-01-04 23:00:00,Station_K1,186.1,275.5,100.4,143.4,52.0,3.3,5.0,33.7,183.0,1.41,25.22,6.43,2.1,Good
Kolkata,2015-01-04 23:00:00,Station_K2,470.7,204.6,170.4,52.0,197.7,27.4,3.88,81.6,171.3,13.11,7.36,4.24,442.4,Poor
Bangalore,2015-01-04 23:00:00,Station_B1,495.1,590.7,99.5,1.5,206.3,30.0,8.59,97.5,196.1,6.54,18.31,9.93,238.7,Severe
Bangalore,2015-01-04 23:00:00,Station_B2,294.2,87.4,124.8,119.4,182.3,8.4,4.37,95.3,125.9,18.92,8.56,0.64,157.6,Severe
Delhi,2015-01-05 00:00:00,Station_D1,142.2,169.2,6.0,16.6,132.2,4.5,7.15,45.3,199.6,14.6,9.34,0.35,383.5,Severe
Delhi,2015-01-05 00:00:00,Station_D2,294.1,194.5,45.3,53.5,161.5,20.0,9.16,97.5,139.3,19.74,5.83,6.25,89.3,Satisfactory
Mumbai,2015-01-05 00:00:00,Station_M1,393.5,556.2,199.2,25.8,237.4,42.4,9.62,88.9,38.9,6.34,6.49,6.6,424.0,Satisfactory
Mumbai,2015-01-05 00:00:00,Station_M2,270.1,100.3,135.6,38.0,137.5,42.0,2.42,29.7,83.4,6.86,10.39,6.2,74.7,Good
Chennai,2015-01-05 00:00:00,Station_C1,356.4,8.1,2.1,127.1,228.5,21.9,7.16,82.2,100.0,4.06,15.92,7.93,415.1,Severe
Chennai,2015-01-05 00:00:00,Station_C2,288.0,407.9,154.6,32.3,123.3,4.8,5.69,12.4,60.8,9.17,9.47,9.91,414.4,Good
Kolkata,2015-01-05 00:00:00,Station_K1,263.1,459.4,116.5,64.2,105.8,28.2,9.79,69.5,175.7,11.59,13.69,3.44,351.9,Good
Kolkata,2015-01-05 00:00:00,Station_K2,386.4,459.3,104.1,95.2,63.4,32.4,2.59,19.3,53.7,18.18,5.21,7.19,48.2,Good
Bangalore,2015-01-05 00:00:00,Station_B1,482.7,200.9,67.6,83.7,246.2,23.1,4.48,68.6,86.5,19.42,8.41,8.14,63.4,Good
Bangalore,2015-01-05 00:00:00,Station_B2,72.7,418.0,29.6,24.6,169.2,4.8,9.98,15.6,10.1,2.48,6.13,7.66,207.4,Very Poor
Delhi,2015-01-05 01:00:00,Station_D1,441.0,494.5,21.5,82.0,99.2,23.4,5.47,49.6,98.1,19.13,12.05,2.54,400.9,Good
Delhi,2015-01-05 01:00:00,Station_D2,187.7,389.9,38.4,18.5,60.6,42.7,6.39,79.0,54.5,14.63,26.87,4.81,372.1,Satisfactory
Mumbai,2015-01-05 01:00:00,Station_M1,495.8,242.6,54.2,112.5,6.3,17.2,8.8,27.6,54.1,7.67,21.9,8.04,236.5,Good
Mumbai,2015-01-05 01:00:00,Station_M2,393.2,323.8,162.6,33.2,84.6,4.1,8.59,40.3,198.2,12.7,3.28,5.78,135.2,Poor
Chennai,2015-01-05 01:00:00,Station_C1,33.8,345.8,154.5,122.7,72.7,7.6,4.77,28.0,69.9,13.64,28.87,3.95,30.0,Poor
Chennai,2015-01-05 01:00:00,Station_C2,71.4,113.5,185.3,31.7,79.7,46.7,1.44,62.2,20.2,17.29,23.35,7.94,74.3,Moderate
Kolkata,2015-01-05 01:00:00,Station_K1,257.4,386.7,72.1,110.1,93.5,2.2,6.71,59.4,111.5,1.51,29.99,8.01,44.5,Good
Kolkata,2015-01-05 01:00:00,Station_K2,131.6,566.8,87.6,114.2,70.2,12.0,3.95,58.5,49.0,2.78,4.85,2.0,491.5,Good
Bangalore,2015-01-05 01:00:00,Station_B1,447.2,593.4,123.8,144.7,221.0,37.6,3.21,37.6,79.7,8.86,13.45,6.17,240.3,Moderate
Bangalore,2015-01-05 01:00:00,Station_B2,121.4,201.3,60.6,11.5,187.4,15.7,8.77,57.9,71.6,18.26,12.09,3.05,285.4,Severe
Delhi,2015-01-05 02:00:00,Station_D1,217.5,505.9,93.9,139.3,33.4,22.2,5.61,98.0,190.3,10.47,28.02,0.84,2.8,Severe
Delhi,2015-01-05 02:00:00,Station_D2,112.0,28.9,150.0,122.3,154.4,18.6,5.9,50.9,121.8,7.15,22.58,7.77,227.7,Poor
Mumbai,2015-01-05 02:00:00,Station_M1,306.4,267.3,93.3,112.0,211.2,13.4,8.37,98.3,15.8,9.65,6.88,5.44,498.4,Satisfactory
Mumbai,2015-01-05 02:00:00,Station_M2,409.4,155.0,132.6,97.0,223.4,9.0,3.93,77.4,115.2,9.12,12.18,0.75,308.6,Satisfactory
Chennai,2015-01-05 02:00:00,Station_C1,247.2,581.3,133.2,62.0,217.5,40.7,7.5,20.1,18.2,15.86,8.73,5.92,295.6,Severe
Chennai,2015-01-05 02:00:00,Station_C2,413.7,368.3,140.0,122.8,94.7,48.1,6.75,5.7,98.1,17.23,12.1,0.81,330.0,Very Poor
Kolkata,2015-01-05 02:00:00,Station_K1,305.3,151.0,136.0,148.8,108.0,26.8,9.6,72.5,6.8,8.9,8.32,2.69,429.9,Moderate
Kolkata,2015-01-05 02:00:00,Station_K2,386.3,419.0,8.9,145.0,110.9,41.4,5.16,27.2,195.3,16.37,3.0,9.49,127.4,Severe
Bangalore,2015-01-05 02:00:00,Station_B1,322.5,550.6,158.3,125.4,207.1,17.3,5.84,58.8,140.5,14.32,19.88,8.99,50.7,Severe
Bangalore,2015-01-05 02:00:00,Station_B2,7.1,484.1,38.3,3.3,140.4,28.7,8.85,95.7,53.9,0.98,23.41,4.19,355.4,Good
Delhi,2015-01-05 03:00:00,Station_D1,492.1,311.0,52.6,107.0,48.8,30.7,0.99,57.8,75.4,12.1,7.78,3.82,163.0,Good
Delhi,2015-01-05 03:00:00,Station_D2,153.9,88.0,181.5,136.1,103.6,23.6,5.68,13.6,76.7,1.0,8.73,5.35,315.4,Good
Mumbai,2015-01-05 03:00:00,Station_M1,36.9,376.3,165.6,21.5,204.5,35.4,9.12,48.5,91.8,19.9,15.62,7.55,49.7,Moderate
Mumbai,2015-01-05 03:00:00,Station_M2,157.8,315.6,183.9,108.4,205.4,43.9,8.84,52.2,57.0,2.13,19.08,4.06,359.0,Severe
Chennai,2015-01-05 03:00:00,Station_C1,109.0,508.4,193.0,84.1,172.2,30.6,7.82,18.9,5.6,2.32,13.06,0.69,253.2,Good
Chennai,2015-01-05 03:00:00,Station_C2,374.7,129.6,157.9,48.2,155.8,44.1,2.78,77.7,57.6,5.73,23.81,0.17,488.2,Very Poor
Kolkata,2015-01-05 03:00:00,Station_K1,411.4,99.1,86.4,47.2,50.1,7.4,9.76,37.6,85.1,17.85,5.33,6.65,210.4,Very Poor
Kolkata,2015-01-05 03:00:00,Station_K2,97.1,395.4,91.1,103.2,95.8,6.4,5.96,34.8,159.6,1.49,24.43,9.06,338.4,Satisfactory
Bangalore,2015-01-05 03:00:00,Station_B1,476.3,513.9,195.0,53.4,48.7,28.0,7.76,59.6,83.5,8.79,5.04,7.52,366.6,Moderate
Bangalore,2015-01-05 03:00:00,Station_B2,498.3,549.7,62.9,136.9,36.6,41.0,4.99,2.5,168.0,0.74,29.51,3.08,348.9,Very Poor
Delhi,2015-01-05 04:00:00,Station_D1,57.2,426.1,197.2,114.0,155.1,32.3,9.71,20.5,194.9,11.76,19.22,6.29,421.2,Good
Delhi,2015-01-05 04:00:00,Station_D2,469.9,300.4,104.1,64.8,127.8,42.4,2.72,11.7,52.8,8.62,4.95,9.45,412.5,Satisfactory
Mumbai,2015-01-05 04:00:00,Station_M1,205.1,306.2,19.0,71.9,152.1,30.5,1.5,14.7,177.0,12.28,28.01,8.52,264.4,Moderate
Mumbai,2015-01-05 04:00:00,Station_M2,369.0,82.5,191.3,137.3,176.2,12.2,9.57,1.5,176.7,4.15,17.49,5.75,396.7,Satisfactory
Chennai,2015-01-05 04:00:00,Station_C1,18.5,393.4,140.6,99.1,172.7,39.5,1.71,61.3,142.8,15.24,8.41,5.82,355.4,Severe
Chennai,2015-01-05 04:00:00,Station_C2,227.7,249.0,168.3,89.9,151.8,23.5,8.81,92.5,8.7,5.92,26.53,9.13,314.8,Poor
Kolkata,2015-01-05 04:00:00,Station_K1,33.1,279.4,108.6,59.0,98.6,28.7,9.18,99.6,151.3,6.25,12.42,0.13,181.9,Moderate
Kolkata,2015-01-05 04:00:00,Station_K2,63.3,420.7,82.8,25.7,142.6,48.1,6.86,61.2,182.4,3.58,17.42,5.96,337.1,Severe
Bangalore,2015-01-05 04:00:00,Station_B1,469.7,170.0,32.2,20.2,190.4,28.3,8.75,61.9,57.3,12.46,10.86,0.02,6.6,Moderate
